,Teachings,Period,Professor,Course,Anno,Sede,CAMPUS,PDS_COD,room_size,Partition,k,grappolo,qualifica,k,Course_ID
597,PROCESSI DEPURATIVI DI REFLUI INDUSTRIALI E CIVILI_CM10,I Semestre,24647681,CM10,2,TREVISO,Treviso - Palazzo San Paolo,GGG,2,NO,3,Obbligatorio,Ricercatore,,CM10_GGG2
598,STORIA DEL TEATRO SP._FM9,2° Periodo,5589900,FM9,2,,San Sebastiano,MOD,5,NO,3,a scelta,Professore Ordinario,,FM9_MOD2
599,STORIA DEL TEATRO SP._FM7,2° Periodo,5589900,FM7,3,VENEZIA,San Sebastiano,GGG,5,NO,3,a scelta,Professore Ordinario,,FM7_GGG3
600,FONDAMENTI DI STORIA DEL TEATRO_FT1,1° Periodo,5589900,FT1,3,,Polo didattico San Basilio (Architettura temporanea),E00,5,NO,3,a scelta,Professore Ordinario,,FT1_E003
601,TEORIA E PRATICA DEL LINGUAGGIO TEATRALE SP._FM9,1° Periodo,5589900,FM9,1,,Polo didattico San Basilio (Magazzino 5),MOD,5,NO,3,a scelta,Professore Ordinario,,FM9_MOD1
602,TEORIA E PRATICA DEL LINGUAGGIO TEATRALE SP._LM3,1° Periodo,5589900,LM3,1,,Polo didattico San Basilio (Magazzino 5),C,5,NO,3,a scelta,Professore Ordinario,,LM3_C1
603,TEORIA E PRATICA DEL LINGUAGGIO TEATRALE SP._FM4,1° Periodo,5589900,FM4,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),MOD,5,NO,3,a scelta,Professore Ordinario,,FM4_MOD3
604,PROGETTAZIONE E PRODUZIONE TEATRALE I_EM3,1° Periodo,5589900,EM3,1,,Polo didattico San Basilio (Magazzino 5),E00,5,NO,3,a scelta,Professore Ordinario,,EM3_E001
605,STORIA DELLE RELIGIONI DEL MONDO CLASSICO SP._FM10,II Semestre,5592131,FM10,3,VENEZIA,San Sebastiano,CULT,4,NO,3,a scelta,Professoressa Associata,,FM10_CULT3
606,STORIA DELLE RELIGIONI DEL MONDO CLASSICO SP._FM2,II Semestre,5592131,FM2,3,VENEZIA,San Sebastiano,A00,4,NO,3,a scelta,Professoressa Associata,,FM2_A003
607,STORIA DELLE RELIGIONI SP_FM2,II Semestre,5592131,FM2,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),A00,5,NO,3,a scelta,Professoressa Associata,,FM2_A003
608,STORIA DELLE RELIGIONI SP_FM10,II Semestre,5592131,FM10,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),AMB,5,NO,3,a scelta,Professoressa Associata,,FM10_AMB3
609,STORIA DELLE RELIGIONI SP_FM7,II Semestre,5592131,FM7,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),GGG,5,NO,3,a scelta,Professoressa Associata,,FM7_GGG3
610,STORIA DELLE RELIGIONI I_FT5,1° Periodo,5592131,FT5,3,VENEZIA,San Sebastiano,STO,5,NO,3,a scelta,Professoressa Associata,,FT5_STO3
611,STORIA DELLE RELIGIONI I_FT3,1° Periodo,5592131,FT3,3,VENEZIA,San Sebastiano,ANT,5,NO,3,a scelta,Professoressa Associata,,FT3_ANT3
612,STORIA DELLE RELIGIONI I_FT1,1° Periodo,5592131,FT1,3,,San Sebastiano,A00,5,NO,3,a scelta,Professoressa Associata,,FT1_A003
613,STORIA DELLE RELIGIONI II (APPROFONDIMENTI)_FT5,2° Periodo,5592131,FT5,3,VENEZIA,San Sebastiano,ANT,5,NO,3,a scelta,Professoressa Associata,,FT5_ANT3
614,SICUREZZA E SALUTE NELLE ATTIVITÀ DIDATTICHE E DI RICERCA_FT1_Classe 2,II Semestre,5591204,FT1,1,,Campus scientifico via Torino (edificio Epsilon),A00,3,Classe 2,3,a scelta,Docente a contratto,,FT1_A001
615,SICUREZZA E SALUTE NELLE ATTIVITÀ DIDATTICHE E DI RICERCA_FM2_Classe 2,II Semestre,5591204,FM2,3,,Campus scientifico via Torino (edificio Epsilon),A00,3,Classe 2,3,a scelta,Docente a contratto,,FM2_A003
616,SICUREZZA DI LABORATORI ED IMPIANTI_CT7,I Semestre,5591204,CT7,3,VENEZIA,Campus scientifico via Torino (edificio Delta),SBN,5,NO,3,a scelta,Docente a contratto,,CT7_SBN3
617,CHIMICA ORGANICA 3 E LABORATORIO - MOD.1_CM7,II Semestre,5593154,CM7,1,,Campus scientifico via Torino (edificio Zeta),CM7I,3,NO,3,Obbligatorio,Professore Ordinario,,CM7_CM7I1
618,CHIMICA VERDE_CT7,I Semestre,5593154,CT7,3,,Campus scientifico via Torino (edificio Delta),STC,5,NO,3,a scelta,Professore Ordinario,,CT7_STC3
619,CHIMICA ORGANICA 2 E LABORATORIO - MOD.1_CT7,I Semestre,5593154,CT7,3,,Campus scientifico via Torino (edificio Delta),SBN,6,NO,3,Obbligatorio,Professore Ordinario,,CT7_SBN3
620,LABORATORIO DI CHIMICA ORGANICA 3_CM7_Classe 1,II Semestre,5591247,CM7,1,,Campus scientifico via Torino (edificio Beta),CM7C,5,Classe 1,1,Obbligatorio,Professore Ordinario,,CM7_CM7C1
621,LABORATORIO DI CHIMICA ORGANICA 3_CM7_Classe 2,II Semestre,5591247,CM7,1,,Campus scientifico via Torino (edificio Beta),CM7I,5,Classe 2,1,Obbligatorio,Professore Ordinario,,CM7_CM7I1
622,CHIMICA ORGANICA 3 E LABORATORIO - MOD.2_CM7,II Semestre,5591247,CM7,1,,Campus scientifico via Torino (edificio Zeta),CM7I,3,NO,3,Obbligatorio,Professore Ordinario,,CM7_CM7I1
623,METODI DI CARATTERIZZAZIONE DI MOLECOLE ORGANICHE_CT7,I Semestre,5591247,CT7,3,,Campus scientifico via Torino (edificio Delta),SBN,5,NO,3,a scelta,Professore Ordinario,,CT7_SBN3
624,BIOORGANIC CHEMISTRY  - MOD. 2_CM7,I Semestre,5591247,CM7,1,VENEZIA,Campus scientifico via Torino (edificio Delta),CM7B,2,NO,3,Obbligatorio,Professore Ordinario,,CM7_CM7B1
625,INTRODUCTION TO BUSINESS ADMINISTRATION_CT9,2° Periodo,15855328,CT9,1,VENEZIA,Campus scientifico via Torino (edificio Epsilon),GGG,4,NO,3,Obbligatorio,Docente a contratto,,CT9_GGG1
626,PRINCIPI DI ORGANIZZAZIONE AZIENDALE_CT8,II Semestre,15855328,CT8,3,,Campus scientifico via Torino (edificio Delta),GGG,6,NO,3,a scelta,Docente a contratto,,CT8_GGG3
627,PRINCIPI DI ORGANIZZAZIONE AZIENDALE_CT7,II Semestre,15855328,CT7,3,,Campus scientifico via Torino (edificio Delta),SBN,6,NO,3,a scelta,Docente a contratto,,CT7_SBN3
628,IMPRESA E GESTIONE AMBIENTALE_CM5,I Semestre,15855328,CM5,1,VENEZIA,Campus scientifico via Torino (edificio Delta),MON,2,NO,3,Obbligatorio,Docente a contratto,,CM5_MON1
629,ECONOMIA POLITICA_LT10_Classe 2,I Semestre,15855328,LT10,3,VENEZIA,Polo didattico San Basilio (Architettura temporanea),P,5,Classe 2,3,a scelta,Docente a contratto,,LT10_P3
630,BUSINESS MANAGEMENT AND ADMINISTRATION_FOY_A,II Semestre,15855328,FOY,1,VENEZIA,San Sebastiano,EB,2,A,3,Obbligatorio,Docente a contratto,,FOY_EB1
631,PROJECT MANAGEMENT AND THE MEDITERRANEAN_LM80,I Semestre,15855328,LM80,1,VENEZIA,Palazzo Moro,GGG,2,NO,3,Obbligatorio,Docente a contratto,,LM80_GGG1
632,ECONOMIA_CM10,I Semestre,15855328,CM10,1,TREVISO,Treviso - Palazzo San Paolo,GGG,2,NO,3,Obbligatorio,Docente a contratto,,CM10_GGG1
633,ESTETICA I_FT3_A,4° Periodo,25683817,FT3,3,,San Sebastiano,MOD,5,A,3,a scelta,Ricercatrice,,FT3_MOD3
634,ESTETICA I_FT1_A,4° Periodo,25683817,FT1,1,,San Sebastiano,S00,5,A,3,a scelta,Ricercatrice,,FT1_S001
635,ESTETICA I_FT2_A,4° Periodo,25683817,FT2,3,,San Sebastiano,FIL,5,A,3,a scelta,Ricercatrice,,FT2_FIL3
636,ESTETICA AMBIENTALE_NA04,II Semestre,25683817,NA04,1,VENEZIA,San Sebastiano,GGG,1,NO,3,Obbligatorio,Ricercatrice,,NA04_GGG1
637,"AESTHETICS, POLITICS AND ENVIRONMENTAL SUSTAINABILITY_LT6",2° Periodo,25683817,LT6,3,,San Sebastiano,GGG,4,NO,3,Obbligatorio,Ricercatrice,,LT6_GGG3
638,ENVIRONMENTAL HUMANITIES TOPICAL SEMINAR_LM10,II Semestre,25683817,LM10,1,VENEZIA,Palazzo Moro,GGG,3,NO,3,Obbligatorio,Ricercatrice,,LM10_GGG1
639,ESTETICA I_FT3_B,3° Periodo,5592094,FT3,3,,Polo didattico San Basilio (Architettura temporanea),MOD,5,B,3,a scelta,Professoressa Associata,,FT3_MOD3
640,ESTETICA I_FT1_B,3° Periodo,5592094,FT1,1,,Polo didattico San Basilio (Architettura temporanea),T00,5,B,3,a scelta,Professoressa Associata,,FT1_T001
641,ESTETICA I_FT2_B,3° Periodo,5592094,FT2,3,,Polo didattico San Basilio (Architettura temporanea),FIL,5,B,3,a scelta,Professoressa Associata,,FT2_FIL3
642,ESTETICA I_FT2_Classe unica,3° Periodo,5592094,FT2,2,,Polo didattico San Basilio (Architettura temporanea),FORM,5,Classe unica,3,a scelta,Professoressa Associata,,FT2_FORM2
643,FILOSOFIA DELLE ARTI E DELLA CULTURA_EM3,2° Periodo,5592094,EM3,2,,San Sebastiano,E00,5,NO,3,a scelta,Professoressa Associata,,EM3_E002
644,ESTETICA II_FT2,4° Periodo,5592094,FT2,2,,San Sebastiano,FILSTO,4,NO,3,a scelta,Professoressa Associata,,FT2_FILSTO2
645,ESTETICA SP._FM9,3° Periodo,5592094,FM9,1,,San Sebastiano,MOD,5,NO,3,a scelta,Professoressa Associata,,FM9_MOD1
646,ESTETICA SP._FM61,3° Periodo,5592094,FM61,1,,San Sebastiano,FIL,5,NO,3,a scelta,Professoressa Associata,,FM61_FIL1
647,ESERCITAZIONI DI LINGUA URDU 1 MOD.1A_LT40,I Semestre,26335763,LT40,2,VENEZIA,Palazzo Moro,G,3,NO,1,a scelta,Docente a contratto,,LT40_G2
648,ESERCITAZIONI DI LINGUA URDU 2 MOD.1A_LT40,I Semestre,26335763,LT40,3,VENEZIA,Palazzo Moro,SCI,3,NO,1,a scelta,Docente a contratto,,LT40_SCI3
649,LINGUA URDU 1_LT40,I Semestre,5590994,LT40,2,VENEZIA,Rio Nuovo,C,3,NO,3,a scelta,Docente a contratto,,LT40_C2
650,LINGUA URDU 2_LT40,I Semestre,5590994,LT40,3,VENEZIA,Rio Nuovo,SCI,3,NO,3,a scelta,Docente a contratto,,LT40_SCI3
651,ESERCITAZIONI DI LINGUA URDU 1 MOD.2A_LT40,II Semestre,25751642,LT40,2,VENEZIA,Polo didattico San Basilio (Magazzino 5),SCI,5,NO,1,a scelta,Docente a contratto,,LT40_SCI2
652,ESERCITAZIONI DI LINGUA URDU 2 MOD.2A_LT40,II Semestre,25751642,LT40,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),SCI,5,NO,1,a scelta,Docente a contratto,,LT40_SCI3
653,ESERCITAZIONI DI LINGUA EBRAICA 1 MOD. 1A_LT40,I Semestre,5590230,LT40,1,VENEZIA,San Sebastiano,VMO,2,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_VMO1
654,ESERCITAZIONI DI LINGUA EBRAICA 1 MOD. 2A_LT40,II Semestre,5590230,LT40,1,VENEZIA,Rio Nuovo,VMO,3,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_VMO1
655,ESERCITAZIONI 1A DI NARRAZIONI E DINAMICHE CULTURALI (EBRAICO)_FM10,I Semestre,5590230,FM10,3,VENEZIA,San Sebastiano,ASIA,2,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,FM10_ASIA3
656,ESERCITAZIONI 1A DI NARRAZIONI E DINAMICHE CULTURALI (EBRAICO)_LM20,I Semestre,5590230,LM20,1,VENEZIA,San Sebastiano,VMO,2,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,LM20_VMO1
657,ESERCITAZIONI 1A DI NARRAZIONI E DINAMICHE CULTURALI (EBRAICO)_LM80,I Semestre,5590230,LM80,2,VENEZIA,San Sebastiano,GGG,2,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,LM80_GGG2
658,ESERCITAZIONI 2A DI NARRAZIONI E DINAMICHE CULTURALI (EBRAICO)_LM20,II Semestre,5590230,LM20,1,VENEZIA,San Sebastiano,VMO,2,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,LM20_VMO1
659,ESERCITAZIONI 2A DI NARRAZIONI E DINAMICHE CULTURALI (EBRAICO)_LM80,II Semestre,5590230,LM80,2,VENEZIA,San Sebastiano,GGG,2,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,LM80_GGG2
660,ESERCITAZIONI 2A DI NARRAZIONI E DINAMICHE CULTURALI (EBRAICO)_FM10,II Semestre,5590230,FM10,3,VENEZIA,San Sebastiano,ASIA,2,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,FM10_ASIA3
661,ESERCITAZIONI DI LINGUA EBRAICA 2 MOD.1_LT40,I Semestre,5590230,LT40,2,VENEZIA,San Sebastiano,VMO,2,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_VMO2
662,ESERCITAZIONI DI LINGUA EBRAICA 2 MOD.2_LT40,II Semestre,5590230,LT40,2,VENEZIA,San Sebastiano,VMO,2,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_VMO2
663,ESERCITAZIONI DI LINGUA EBRAICA 3 MOD. 2A_LT40,II Semestre,5590230,LT40,3,VENEZIA,San Sebastiano,VMO,2,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_VMO3
664,ESERCITAZIONI DI LINGUA EBRAICA 3 MOD. 1A_LT40,I Semestre,5590230,LT40,3,VENEZIA,San Sebastiano,VMO,2,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_VMO3
665,LINGUA EBRAICA 1_LT40,II Semestre,4111115,LT40,1,VENEZIA,Rio Nuovo,VMO,3,NO,3,a scelta,Ricercatore,,LT40_VMO1
666,"EPIGRAFIA LATINA: CRITICA, CONTESTO, STRUMENTI DIGITALI_FM2",II Semestre,5592673,FM2,3,VENEZIA,San Sebastiano,A00,4,NO,3,a scelta,Professore Associato,,FM2_A003
667,"EPIGRAFIA LATINA: CRITICA, CONTESTO, STRUMENTI DIGITALI_FM7",II Semestre,5592673,FM7,3,VENEZIA,San Sebastiano,GGG,4,NO,3,a scelta,Professore Associato,,FM7_GGG3
668,VENICE AND ITS ENVIRONMENT IN THE ANCIENT WORLD_LM10,II Semestre,5592673,LM10,1,VENEZIA,Palazzo Moro,GGG,3,NO,3,Obbligatorio,Professore Associato,,LM10_GGG1
669,EPIGRAFIA LATINA_FT5,3° Periodo,5592673,FT5,3,,San Sebastiano,MED,5,NO,3,a scelta,Professore Associato,,FT5_MED3
670,EPIGRAFIA LATINA_FT1,3° Periodo,5592673,FT1,3,,San Sebastiano,A00,5,NO,3,a scelta,Professore Associato,,FT1_A003
671,EPIGRAFIA LATINA_FT3,3° Periodo,5592673,FT3,3,VENEZIA,San Sebastiano,ANT,5,NO,3,a scelta,Professore Associato,,FT3_ANT3
672,STORIA DEL LAVORO E DEL MOVIMENTO OPERAIO SP._FM10,2° Periodo,117992,FM10,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),DEA,2,NO,3,a scelta,Professoressa Associata,,FM10_DEA3
673,STORIA DEL LAVORO E DEL MOVIMENTO OPERAIO SP._FM7,2° Periodo,117992,FM7,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),GGG,2,NO,3,a scelta,Professoressa Associata,,FM7_GGG3
674,STORIA DEL LAVORO_FT5,1° Periodo,117992,FT5,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),ANT,3,NO,3,a scelta,Professoressa Associata,,FT5_ANT3
675,ENVIRONMENTAL HISTORY: LABOUR-ENVIRONMENT RELATIONS IN CONTEMPORARY ITALY_LM10,3° Periodo,117992,LM10,1,VENEZIA,Palazzo Moro,GGG,3,NO,3,a scelta,Professoressa Associata,,LM10_GGG1
676,ITALIANO SCRITTO_FT3_E,4° Periodo,24584408,FT3,1,VENEZIA,San Sebastiano,ANT,5,E,1,a scelta,Docente a contratto,,FT3_ANT1
677,ITALIANO SCRITTO_FT2_E,4° Periodo,24584408,FT2,1,,San Sebastiano,FIL,5,E,1,a scelta,Docente a contratto,,FT2_FIL1
678,ITALIANO SCRITTO_FT4_E,4° Periodo,24584408,FT4,1,,San Sebastiano,GGG,5,E,1,a scelta,Docente a contratto,,FT4_GGG1
679,ITALIANO SCRITTO_FT5_E,4° Periodo,24584408,FT5,1,VENEZIA,San Sebastiano,ANT,5,E,1,a scelta,Docente a contratto,,FT5_ANT1
680,ITALIANO SCRITTO_FT1_E,4° Periodo,24584408,FT1,1,,San Sebastiano,A00,5,E,1,a scelta,Docente a contratto,,FT1_A001
681,ITALIANO SCRITTO_FT3_F,4° Periodo,24584408,FT3,1,VENEZIA,San Sebastiano,ANT,5,F,1,a scelta,Docente a contratto,,FT3_ANT1
682,ITALIANO SCRITTO_FT4_F,4° Periodo,24584408,FT4,1,,San Sebastiano,GGG,5,F,1,a scelta,Docente a contratto,,FT4_GGG1
683,ITALIANO SCRITTO_FT2_F,4° Periodo,24584408,FT2,1,,San Sebastiano,FIL,5,F,1,a scelta,Docente a contratto,,FT2_FIL1
684,ITALIANO SCRITTO_FT1_F,4° Periodo,24584408,FT1,1,,San Sebastiano,A00,5,F,1,a scelta,Docente a contratto,,FT1_A001
685,ITALIANO SCRITTO_FT5_F,4° Periodo,24584408,FT5,1,VENEZIA,San Sebastiano,ANT,5,F,1,a scelta,Docente a contratto,,FT5_ANT1
686,ITALIANO SCRITTO_FT5_C,3° Periodo,118002,FT5,1,VENEZIA,San Sebastiano,ANT,4,C,1,a scelta,,,FT5_ANT1
687,ITALIANO SCRITTO_FT3_C,3° Periodo,118002,FT3,1,VENEZIA,San Sebastiano,ANT,4,C,1,a scelta,,,FT3_ANT1
688,ITALIANO SCRITTO_FT4_C,3° Periodo,118002,FT4,1,,San Sebastiano,GGG,4,C,1,a scelta,,,FT4_GGG1
689,ITALIANO SCRITTO_FT1_C,3° Periodo,118002,FT1,1,,San Sebastiano,A00,4,C,1,a scelta,,,FT1_A001
690,ITALIANO SCRITTO_FT2_C,3° Periodo,118002,FT2,1,,San Sebastiano,FIL,4,C,1,a scelta,,,FT2_FIL1
691,ITALIANO SCRITTO_FT3_A,1° Periodo,15815551,FT3,1,VENEZIA,San Sebastiano,ANT,3,A,1,a scelta,,,FT3_ANT1
692,ITALIANO SCRITTO_FT2_A,1° Periodo,15815551,FT2,1,,San Sebastiano,FIL,3,A,1,a scelta,,,FT2_FIL1
693,ITALIANO SCRITTO_FT4_A,1° Periodo,15815551,FT4,1,,San Sebastiano,GGG,3,A,1,a scelta,,,FT4_GGG1
694,ITALIANO SCRITTO_FT5_A,1° Periodo,15815551,FT5,1,VENEZIA,San Sebastiano,ANT,3,A,1,a scelta,,,FT5_ANT1
695,ITALIANO SCRITTO_FT1_A,1° Periodo,15815551,FT1,1,,San Sebastiano,A00,3,A,1,a scelta,,,FT1_A001
696,ITALIANO SCRITTO_FT4_D,3° Periodo,5593052,FT4,1,,Palazzo Moro,GGG,4,D,1,a scelta,,,FT4_GGG1
697,ITALIANO SCRITTO_FT1_D,3° Periodo,5593052,FT1,1,,Palazzo Moro,A00,4,D,1,a scelta,,,FT1_A001
698,ITALIANO SCRITTO_FT3_D,3° Periodo,5593052,FT3,1,VENEZIA,Palazzo Moro,ANT,4,D,1,a scelta,,,FT3_ANT1
699,ITALIANO SCRITTO_FT5_D,3° Periodo,5593052,FT5,1,VENEZIA,Palazzo Moro,ANT,4,D,1,a scelta,,,FT5_ANT1
700,ITALIANO SCRITTO_FT2_D,3° Periodo,5593052,FT2,1,,Palazzo Moro,FIL,4,D,1,a scelta,,,FT2_FIL1
701,OFA - LINGUA ITALIANA_LT40,I Semestre,5593052,LT40,1,VENEZIA,San Sebastiano,C,2,NO,1,a scelta,,,LT40_C1
702,ITALIANO SCRITTO_FT4_B,2° Periodo,25131380,FT4,1,,Polo didattico San Basilio (Magazzino 5),GGG,3,B,1,a scelta,,,FT4_GGG1
703,ITALIANO SCRITTO_FT3_B,2° Periodo,25131380,FT3,1,VENEZIA,Polo didattico San Basilio (Magazzino 5),ANT,3,B,1,a scelta,,,FT3_ANT1
704,ITALIANO SCRITTO_FT1_B,2° Periodo,25131380,FT1,1,,Polo didattico San Basilio (Magazzino 5),A00,3,B,1,a scelta,,,FT1_A001
705,ITALIANO SCRITTO_FT2_B,2° Periodo,25131380,FT2,1,,Polo didattico San Basilio (Magazzino 5),FIL,3,B,1,a scelta,,,FT2_FIL1
706,ITALIANO SCRITTO_FT5_B,2° Periodo,25131380,FT5,1,VENEZIA,Polo didattico San Basilio (Magazzino 5),ANT,3,B,1,a scelta,,,FT5_ANT1
707,Environmental and Climate Economics_A40,I Semestre,5591358,A40,1,VENEZIA,Campus scientifico via Torino (edificio Delta),CE,2,NO,3,Obbligatorio,Professoressa Ordinaria,,A40_CE1
708,Environmental and Climate Economics_R243,I Semestre,5591358,R243,1,VENEZIA,Campus scientifico via Torino (edificio Delta),CE,2,NO,3,Obbligatorio,Professoressa Ordinaria,,R243_CE1
709,GLOBAL CHANGE AND SUSTAINABILITY_LM60,I Semestre,5591358,LM60,1,,Ca' Bernardo,GGG,3,NO,3,a scelta,Professoressa Ordinaria,,LM60_GGG1
710,GLOBAL CHANGE AND SUSTAINABILITY_LM10,I Semestre,5591358,LM10,2,VENEZIA,Ca' Bernardo,GGG,3,NO,3,a scelta,Professoressa Ordinaria,,LM10_GGG2
711,ENERGY SYSTEMS AND TECHNOLOGIES_A40,II Semestre,18683938,A40,1,VENEZIA,Campus scientifico via Torino (edificio Delta),CE,5,NO,3,Obbligatorio,Professore Ordinario,,A40_CE1
712,ENERGY SYSTEMS AND TECHNOLOGIES_R243,II Semestre,18683938,R243,1,VENEZIA,Campus scientifico via Torino (edificio Delta),CE,5,NO,3,Obbligatorio,Professore Ordinario,,R243_CE1
713,RENEWABLE ENERGY SOURCES_CM5,II Semestre,18683938,CM5,1,VENEZIA,Campus scientifico via Torino (edificio Delta),GCS,2,NO,3,Obbligatorio,Professore Ordinario,,CM5_GCS1
714,ENERGIE E SISTEMI ENERGETICI_CM10,I Semestre,18683938,CM10,1,TREVISO,Treviso - Palazzo San Paolo,GGG,2,NO,3,Obbligatorio,Professore Ordinario,,CM10_GGG1
715,LINGUA INGLESE 2_LT10_Classe 4,II Semestre,5857728,LT10,2,,Polo didattico San Basilio (Architettura temporanea),C,8,Classe 4,3,a scelta,Professoressa Associata,,LT10_C2
716,LINGUA INGLESE 2_LT10_Classe 1,II Semestre,5857728,LT10,2,,Polo didattico San Basilio (Architettura temporanea),C,8,Classe 1,3,a scelta,Professoressa Associata,,LT10_C2
717,LINGUA INGLESE 3_LT10_Classe 4,II Semestre,5857728,LT10,3,,Santa Marta,C,8,Classe 4,3,a scelta,Professoressa Associata,,LT10_C3
718,ENGLISH LANGUAGE_LM5,II Semestre,5857728,LM5,1,,Polo didattico San Basilio (Architettura temporanea),L,5,NO,3,a scelta,Professoressa Associata,,LM5_L1
719,LINGUA INGLESE 2_LT10_Classe 2,II Semestre,7440630,LT10,2,,Santa Marta,C,8,Classe 2,3,a scelta,Professoressa Associata,,LT10_C2
720,LINGUA INGLESE 2_LT10_Classe 3,II Semestre,7440630,LT10,2,,Santa Marta,C,8,Classe 3,3,a scelta,Professoressa Associata,,LT10_C2
721,LINGUA E TRADUZIONE INGLESE 1 MOD. 2_LT5,II Semestre,7440630,LT5,1,,Treviso - Palazzo San Paolo,GGG,4,NO,3,Obbligatorio,Professoressa Associata,,LT5_GGG1
722,LINGUA INGLESE SETTORIALE_LM5,II Semestre,7440630,LM5,1,,Rio Nuovo,L,3,NO,3,a scelta,Professoressa Associata,,LM5_L1
723,LINGUA INGLESE 2 - E1_LT10_A,Annuale,5590108,LT10,2,,Ca' Bottacin,C,4,A,1,a scelta,Collaboratore ed Esperto Linguistico,,LT10_C2
724,ENGLISH LANGUAGE - E1_LM3_B,Annuale,5590108,LM3,1,,Ca' Bottacin,C,3,B,1,a scelta,Collaboratore ed Esperto Linguistico,,LM3_C1
725,LINGUA INGLESE SETTORIALE - E1_LM5,Annuale,5590108,LM5,1,,San Sebastiano,L,2,NO,1,a scelta,Collaboratore ed Esperto Linguistico,,LM5_L1
726,LINGUA INGLESE 2 - E1_LT10_D,Annuale,5592977,LT10,2,,Ca' Bottacin,C,4,D,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT10_C2
727,LINGUA INGLESE 1 - E1_LT10_E,Annuale,5592977,LT10,1,,Ca' Bottacin,C,3,E,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT10_C1
728,LINGUA INGLESE 2 ECS-E1_CT3_E,Annuale,5592977,CT3,2,VENEZIA,Ca' Bottacin,ECS,3,E,1,a scelta,Collaboratrice ed Esperta Linguistica,,CT3_ECS2
729,LINGUA INGLESE 2 ECS-E1_CT3_C,Annuale,5592977,CT3,2,VENEZIA,Polo didattico San Basilio (Architettura temporanea),ECS,5,C,1,a scelta,Collaboratrice ed Esperta Linguistica,,CT3_ECS2
730,LINGUA INGLESE 1 - E1_LT10_D,Annuale,5592977,LT10,1,,Ca' Bottacin,C,4,D,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT10_C1
731,LINGUA INGLESE 2 ECS-E1_CT3_D,Annuale,5592977,CT3,2,VENEZIA,Ca' Bottacin,ECS,4,D,1,a scelta,Collaboratrice ed Esperta Linguistica,,CT3_ECS2
732,LINGUA INGLESE 2 - E1_LT10_B,Annuale,24206475,LT10,2,,Ca' Bottacin,C,3,B,1,a scelta,,,LT10_C2
733,LINGUA INGLESE 2 - E1_LT10_C,Annuale,24206475,LT10,2,,Ca' Bottacin,C,4,C,1,a scelta,,,LT10_C2
734,LINGUA DEI SEGNI ITALIANA 3_LT10,II Semestre,6944416,LT10,3,,Ca' Dolfin - Saoneria,C,5,NO,3,a scelta,Professoressa Associata,,LT10_C3
735,LINGUISTICA CONTRASTIVA ITALIANO - LIS_LM70,I Semestre,6944416,LM70,1,TREVISO,Treviso - Palazzo San Paolo,S,2,NO,3,a scelta,Professoressa Associata,,LM70_S1
736,LINGUISTICA LIS_LT10,I Semestre,6944416,LT10,3,VENEZIA,Rio Nuovo,L,3,NO,3,a scelta,Professoressa Associata,,LT10_L3
737,LINGUISTICA DELLA LIS AVANZATA_LM5,I Semestre,6944416,LM5,1,,Rio Nuovo,L,3,NO,3,a scelta,Professoressa Associata,,LM5_L1
738,LINGUA DEI SEGNI ITALIANA 3 - E1_LT10_A,Annuale,19248396,LT10,3,,San Sebastiano,C,4,A,1,a scelta,Collaboratore ed Esperto Linguistico,,LT10_C3
739,ESERCITAZIONI DI LINGUA DEI SEGNI ITALIANA MOD.1A_LM70,I Semestre,19248396,LM70,1,TREVISO,Treviso - Palazzo San Paolo,S,2,NO,1,a scelta,Collaboratore ed Esperto Linguistico,,LM70_S1
740,TRADUZIONE ITALIANO - LIS_LM7,II Semestre,19248396,LM7,2,TREVISO,Treviso - Palazzo San Paolo,S,2,NO,3,a scelta,Collaboratore ed Esperto Linguistico,,LM7_S2
741,LINGUA DEI SEGNI ITALIANA 3 - E1_LT10_B,Annuale,7167248,LT10,3,,San Sebastiano,C,4,B,1,a scelta,Collaboratore ed Esperto Linguistico,,LT10_C3
