,Teachings,Period,Professor,Course,Anno,Sede,CAMPUS,PDS_COD,room_size,Partition,k,grappolo,qualifica,k,Course_ID
2312,PALAEO-RECONSTRUCTION OF POLAR MARGINS_R258,II Semestre,17944581,R258,1,VENEZIA,Campus scientifico via Torino (edificio Delta),GGG,2,NO,3,Obbligatorio,Docente a contratto,,R258_GGG1
2313,ESERCITAZIONI DI LINGUA FRANCESE MOD. 2A_LT40,II Semestre,22480109,LT40,1,VENEZIA,Ca' Bottacin,C,4,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C1
2314,ESERCITAZIONI DI LINGUA FRANCESE MOD. 2A_LM80,II Semestre,22480109,LM80,1,VENEZIA,Ca' Bottacin,GGG,4,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,LM80_GGG1
2315,ESERCITAZIONI DI LINGUA FRANCESE MOD. 1A_LT40,I Semestre,22480109,LT40,1,VENEZIA,Palazzo Moro,C,3,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C1
2316,ESERCITAZIONI DI LINGUA FRANCESE MOD. 1A_LM80,I Semestre,22480109,LM80,1,VENEZIA,Palazzo Moro,GGG,3,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,LM80_GGG1
2317,LINGUA FRANCESE - E1_CT3_C,Annuale,22480109,CT3,2,VENEZIA,Ca' Bottacin,ECS,4,C,1,a scelta,Collaboratrice ed Esperta Linguistica,,CT3_ECS2
2318,LANGUE FRANÇAISE - E1_LM60_A,Annuale,22480109,LM60,1,,San Sebastiano,GGG,2,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,LM60_GGG1
2319,LINGUA FRANCESE_LT40,II Semestre,5590920,LT40,1,VENEZIA,Ca' Dolfin - Saoneria,C,5,NO,3,a scelta,,,LT40_C1
2320,LINGUA FRANCESE_LM80,II Semestre,5590920,LM80,1,VENEZIA,Ca' Dolfin - Saoneria,GGG,5,NO,3,a scelta,,,LM80_GGG1
2321,MACROECONOMICS AND INSTITUTIONS_LT6,1° Periodo,15927410,LT6,3,,San Giobbe,GGG,6,NO,3,a scelta,Professore Associato,,LT6_GGG3
2322,MACROECONOMICS - 1_ET4,1° Periodo,15927410,ET4,2,VENEZIA,San Giobbe,M00,6,NO,3,Obbligatorio,Professore Associato,,ET4_M002
2323,MACROECONOMICS - 2_ET4,2° Periodo,15927410,ET4,2,VENEZIA,San Giobbe,M00,6,NO,3,Obbligatorio,Professore Associato,,ET4_M002
2324,ECONOMIA POLITICA_LT10_Classe 1,I Semestre,15927410,LT10,3,VENEZIA,Santa Marta,P,8,Classe 1,3,a scelta,Professore Associato,,LT10_P3
2325,STORIA DELLA LETTERATURA ARTISTICA I_FT1,1° Periodo,5668704,FT1,2,,Polo didattico San Basilio (Magazzino 5),S00,5,NO,3,a scelta,Professore Associato,,FT1_S002
2326,STORIA DELLA LETTERATURA ARTISTICA II_FT1,2° Periodo,5668704,FT1,2,,Polo didattico San Basilio (Magazzino 5),S00,5,NO,3,a scelta,Professore Associato,,FT1_S002
2327,STORIA DELLA CRITICA D'ARTE SP._FM9,1° Periodo,5668704,FM9,1,,San Sebastiano,CONT,3,NO,3,a scelta,Professore Associato,,FM9_CONT1
2328,STORIA E TEORIE DEL RESTAURO_FM9,3° Periodo,5668704,FM9,1,,Polo didattico San Basilio (Magazzino 5),MED,5,NO,3,a scelta,Professore Associato,,FM9_MED1
2329,LINGUA TEDESCA 2 - E1_LT10_B,Annuale,5590449,LT10,2,,Polo didattico San Basilio (Architettura temporanea),C,5,B,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT10_C2
2330,LINGUA TEDESCA - GRAMMATICA E CONVERSAZIONE 1_ET30_B,I Semestre,5590449,ET30,2,TREVISO,Treviso - Palazzo San Paolo,CE,4,B,1,a scelta,Collaboratrice ed Esperta Linguistica,,ET30_CE2
2331,LINGUA TEDESCA - GRAMMATICA E CONVERSAZIONE 2_ET30_A,II Semestre,5590449,ET30,2,TREVISO,Treviso - Palazzo San Paolo,CE,4,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,ET30_CE2
2332,LINGUA TEDESCA - GRAMMATICA E CONVERSAZIONE 2_ET30_B,II Semestre,5590449,ET30,2,TREVISO,Treviso - Palazzo San Paolo,CE,4,B,1,a scelta,Collaboratrice ed Esperta Linguistica,,ET30_CE2
2333,LINGUA TEDESCA - GRAMMATICA E CONVERSAZIONE 1_ET30_A,I Semestre,5590449,ET30,2,TREVISO,Treviso - Palazzo San Paolo,CE,4,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,ET30_CE2
2334,LINGUA TEDESCA - E1_CT3_B,Annuale,5590449,CT3,2,VENEZIA,Ca' Bottacin,ECS,4,B,1,a scelta,Collaboratrice ed Esperta Linguistica,,CT3_ECS2
2335,LINGUA TEDESCA 1 - E1_LT10_B,Annuale,5590449,LT10,1,,Ca' Bottacin,C,4,B,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT10_C1
2336,LINGUA TEDESCA 3 - E1_LT10_B,Annuale,5590449,LT10,3,,Polo didattico San Basilio (Architettura temporanea),C,5,B,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT10_C3
2337,LINGUA TEDESCA 2 - E1_LT10_A,Annuale,5590078,LT10,2,,Rio Nuovo,C,4,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT10_C2
2338,LINGUA TEDESCA - E1_CT3_A,Annuale,5590078,CT3,2,VENEZIA,Rio Nuovo,ECS,4,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,CT3_ECS2
2339,LINGUA TEDESCA 1 - E1_LT10_A,Annuale,5590078,LT10,1,,Rio Nuovo,C,4,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT10_C1
2340,LINGUA TEDESCA 3 - E1_LT10_A,Annuale,5590078,LT10,3,,Ca' Bottacin,C,4,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT10_C3
2341,LINGUA TEDESCA - E1_LM60,Annuale,5590078,LM60,1,,Rio Nuovo,GGG,3,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,LM60_GGG1
2342,LINGUA TEDESCA 2_LT10_Classe 1,II Semestre,22670737,LT10,2,,Polo didattico San Basilio (Magazzino 5),C,7,Classe 1,3,a scelta,Professoressa Associata,,LT10_C2
2343,LINGUA TEDESCA 2_LT10_Classe 2,II Semestre,22670737,LT10,2,,Santa Marta,C,8,Classe 2,3,a scelta,Professoressa Associata,,LT10_C2
2344,LINGUA TEDESCA_CT3_Classe 2,II Semestre,22670737,CT3,2,VENEZIA,Polo didattico San Basilio (Magazzino 5),ECS,7,Classe 2,3,a scelta,Professoressa Associata,,CT3_ECS2
2345,LINGUA TEDESCA 1_LT10_Classe 2,II Semestre,22670737,LT10,1,,Polo didattico San Basilio (Magazzino 5),C,7,Classe 2,3,a scelta,Professoressa Associata,,LT10_C1
2346,CGE and Integrated Assessment Modelling of CC Impacts and Policies_A40,II Semestre,16871455,A40,1,VENEZIA,Campus scientifico via Torino (edificio Delta),CE,2,NO,3,Obbligatorio,,,A40_CE1
2347,HISTORY OF U.S. FOREIGN RELATIONS_LM3,I Semestre,24424051,LM3,1,,Polo didattico San Basilio (Architettura temporanea),C,3,NO,3,a scelta,Professore Associato,,LM3_C1
2348,HISTORY OF U.S. FOREIGN RELATIONS_LM60,I Semestre,24424051,LM60,2,,Polo didattico San Basilio (Architettura temporanea),GGG,3,NO,3,a scelta,Professore Associato,,LM60_GGG2
2349,HISTORY OF U.S. FOREIGN RELATIONS_FM7,I Semestre,24424051,FM7,3,VENEZIA,Polo didattico San Basilio (Architettura temporanea),GGG,3,NO,3,a scelta,Professore Associato,,FM7_GGG3
2350,HISTORY OF LATIN AMERICA_LT6,4° Periodo,24424051,LT6,2,,Cinema Multisala Rossini,GGG,8,NO,3,a scelta,Professore Associato,,LT6_GGG2
2351,STORIA CONTEMPORANEA DEGLI STATI UNITI_LT10,II Semestre,24424051,LT10,2,,Polo didattico San Basilio (Architettura temporanea),P,5,NO,3,a scelta,Professore Associato,,LT10_P2
2352,INTER-AMERICAN RELATIONS_LM60,I Semestre,24424051,LM60,2,VENEZIA,Ca' Bottacin,GGG,4,NO,3,Obbligatorio,Professore Associato,,LM60_GGG2
2353,STORIA DELLA LINGUA GIAPPONESE_LT40_M-Z,II Semestre,5592202,LT40,2,VENEZIA,Polo didattico San Basilio (Architettura temporanea),G,8,M-Z,3,Obbligatorio,Professore Ordinario,,LT40_G2
2354,STORIA DELLA LINGUA GIAPPONESE_LT40_A-L,II Semestre,5592202,LT40,2,VENEZIA,Santa Marta,G,8,A-L,3,Obbligatorio,Professore Ordinario,,LT40_G2
2355,LINGUISTICA GIAPPONESE_LM20,II Semestre,5592202,LM20,1,VENEZIA,Polo didattico San Basilio (Architettura temporanea),G,3,NO,3,a scelta,Professore Ordinario,,LM20_G1
2356,LINGUA GIAPPONESE CLASSICA 2_LT40_A-L,II Semestre,5592202,LT40,3,VENEZIA,Polo didattico San Basilio (Architettura temporanea),G,5,A-L,3,a scelta,Professore Ordinario,,LT40_G3
2357,DATA ANALYTICS AND ARTIFICIAL INTELLIGENCE - 2 - PRACTICE_EM14,4° Periodo,5590927,EM14,1,VENEZIA,Palazzo Moro,GGG,3,NO,1,Obbligatorio,Professore Associato,,EM14_GGG1
2358,DATA ANALYTICS AND ARTIFICIAL INTELLIGENCE - 1 - PRACTICE_EM14,3° Periodo,5590927,EM14,1,VENEZIA,Campus scientifico via Torino (edificio Delta),GGG,5,NO,1,Obbligatorio,Professore Associato,,EM14_GGG1
2359,DATA ANALYTICS AND ARTIFICIAL INTELLIGENCE - 1_EM14,3° Periodo,5590927,EM14,1,VENEZIA,Campus scientifico via Torino (edificio Delta),GGG,5,NO,3,Obbligatorio,Professore Associato,,EM14_GGG1
2360,DATA ANALYTICS AND ARTIFICIAL INTELLIGENCE - 2_EM14,4° Periodo,5590927,EM14,1,VENEZIA,Palazzo Moro,GGG,3,NO,3,Obbligatorio,Professore Associato,,EM14_GGG1
2361,LINGUAGGI PER LA RETE_CT3,I Semestre,5590927,CT3,3,VENEZIA,Campus scientifico via Torino (edificio Zeta),DS,7,NO,3,a scelta,Professore Associato,,CT3_DS3
2362,ESERCITAZIONI DI LINGUA CINESE 3 MOD. 2A_LT40_Classe 2 A-E,II Semestre,26986863,LT40,3,VENEZIA,Polo didattico San Basilio (Architettura temporanea),C,5,Classe 2 A-E,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C3
2363,ESERCITAZIONI DI LINGUA CINESE 3 MOD. 2A_LT40_Classe 2 P-Z,II Semestre,26986863,LT40,3,VENEZIA,Polo didattico San Basilio (Architettura temporanea),C,5,Classe 2 P-Z,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C3
2364,ESERCITAZIONI DI LINGUA CINESE 3 MOD. 2C_LT40_Classe 2 M-R,II Semestre,26986863,LT40,3,VENEZIA,San Sebastiano,C,2,Classe 2 M-R,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C3
2365,ESERCITAZIONI DI LINGUA CINESE 3 MOD. 2C_LT40_Classe 2 D-L,II Semestre,26986863,LT40,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),C,5,Classe 2 D-L,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C3
2366,ESERCITAZIONI DI LINGUA CINESE 3 MOD. 2C_LT40_Classe 2 A-C,II Semestre,26986863,LT40,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),C,5,Classe 2 A-C,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C3
2367,ESERCITAZIONI DI LINGUA CINESE 3 MOD. 2A_LT40_Classe 2 F-O,II Semestre,26986863,LT40,3,VENEZIA,Polo didattico San Basilio (Architettura temporanea),C,5,Classe 2 F-O,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C3
2368,ESERCITAZIONI DI LINGUA CINESE 3 MOD. 2C_LT40_Classe 2 S-Z,II Semestre,26986863,LT40,3,VENEZIA,San Sebastiano,C,2,Classe 2 S-Z,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C3
2369,LINGUA CINESE 3 MOD. 2_LT40_Classe 1,II Semestre,5592852,LT40,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),C,5,Classe 1,3,a scelta,Professoressa Ordinaria,,LT40_C3
2370,LETTERATURA CINESE MODERNA E CONTEMPORANEA_FM10,II Semestre,5592852,FM10,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),O,5,NO,3,Obbligatorio,Professoressa Ordinaria,,FM10_O3
2371,LETTERATURA CINESE MODERNA E CONTEMPORANEA_LM20,II Semestre,5592852,LM20,1,VENEZIA,Polo didattico San Basilio (Magazzino 5),C,5,NO,3,Obbligatorio,Professoressa Ordinaria,,LM20_C1
2372,TESTI E GENERI LETTERARI CINESI_LM70,II Semestre,5592852,LM70,1,TREVISO,Treviso - Palazzo San Paolo,C,3,NO,3,Obbligatorio,Professoressa Ordinaria,,LM70_C1
2373,TRADUZIONE LETTERARIA (CINA)_LM20,II Semestre,5592852,LM20,1,VENEZIA,Polo didattico San Basilio (Architettura temporanea),C,3,NO,3,a scelta,Professoressa Ordinaria,,LM20_C1
2374,CHEMISTRY FOR NANOTECHNOLOGY_CM12,I Semestre,10491196,CM12,1,,Campus scientifico via Torino (edificio Delta),GGG,5,NO,3,Obbligatorio,Ricercatore,,CM12_GGG1
2375,LINGUA COREANA MOD. 2_LT40_M-Z,II Semestre,12885192,LT40,2,VENEZIA,Santa Marta,G,8,M-Z,3,a scelta,Docente a contratto,,LT40_G2
2376,LINGUA COREANA MOD. 2_LT40_A-L,II Semestre,12885192,LT40,2,VENEZIA,Santa Marta,C,8,A-L,3,a scelta,Docente a contratto,,LT40_C2
2377,LINGUA COREANA MOD. 1_LT40_A-L,I Semestre,12885192,LT40,2,VENEZIA,Santa Marta,G,8,A-L,3,a scelta,Docente a contratto,,LT40_G2
2378,LINGUA COREANA MOD. 1_LT40_M-Z,I Semestre,12885192,LT40,2,VENEZIA,Santa Marta,G,8,M-Z,3,a scelta,Docente a contratto,,LT40_G2
2379,LINGUA COREANA 3 MOD. 2_LT40,II Semestre,12885192,LT40,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),K,5,NO,3,a scelta,Docente a contratto,,LT40_K3
2380,LINGUA COREANA 1 MOD. 2_LT40,II Semestre,12885192,LT40,1,VENEZIA,Malcanton Marcorà,K,5,NO,3,Obbligatorio,Docente a contratto,,LT40_K1
2381,STORIA DEL VICINO ORIENTE ANTICO II_FT1,4° Periodo,5593512,FT1,1,,San Sebastiano,A00,2,NO,3,a scelta,Ricercatore,,FT1_A001
2382,STORIA DEL VICINO ORIENTE ANTICO II_FT3,4° Periodo,5593512,FT3,3,VENEZIA,San Sebastiano,ANT,2,NO,3,a scelta,Ricercatore,,FT3_ANT3
2383,STORIA DEL VICINO ORIENTE ANTICO II_FT5,4° Periodo,5593512,FT5,3,VENEZIA,San Sebastiano,MED,2,NO,3,a scelta,Ricercatore,,FT5_MED3
2384,STORIA DEL VICINO ORIENTE ANTICO I_FT1,3° Periodo,5593512,FT1,1,,San Sebastiano,A00,4,NO,3,a scelta,Ricercatore,,FT1_A001
2385,STORIA DEL VICINO ORIENTE ANTICO I_FT3,3° Periodo,5593512,FT3,1,VENEZIA,San Sebastiano,ANT,4,NO,3,a scelta,Ricercatore,,FT3_ANT1
2386,STORIA DEL VICINO ORIENTE ANTICO I_FT5,3° Periodo,5593512,FT5,3,VENEZIA,San Sebastiano,MED,4,NO,3,a scelta,Ricercatore,,FT5_MED3
2387,STORIA DEL VICINO ORIENTE ANTICO SP._FM2,I Semestre,5593512,FM2,3,VENEZIA,San Sebastiano,A00,5,NO,3,a scelta,Ricercatore,,FM2_A003
2388,STORIA DEL VICINO ORIENTE ANTICO SP._FM10,I Semestre,5593512,FM10,3,VENEZIA,San Sebastiano,SG,5,NO,3,a scelta,Ricercatore,,FM10_SG3
2389,CHIMICA ORGANICA 2 E LABORATORIO - MOD.2_CT7,I Semestre,12992362,CT7,3,,Campus scientifico via Torino (edificio Delta),SBN,5,NO,3,Obbligatorio,Ricercatore,,CT7_SBN3
2390,LABORATORIO - CHIMICA ORGANICA 2 - MOD.2_CT7_Classe 1,I Semestre,12992362,CT7,3,,Campus scientifico via Torino (edificio Beta),SBN,5,Classe 1,1,Obbligatorio,Ricercatore,,CT7_SBN3
2391,LABORATORIO - CHIMICA ORGANICA 2 - MOD.2_CT7_Classe 2,I Semestre,8620729,CT7,3,,Campus scientifico via Torino (edificio Beta),SBN,5,Classe 2,1,Obbligatorio,Professoressa Associata,,CT7_SBN3
2392,BIOORGANIC CHEMISTRY - MOD. 1_CM7,I Semestre,8620729,CM7,1,VENEZIA,Campus scientifico via Torino (edificio Delta),CM7B,5,NO,3,Obbligatorio,Professoressa Associata,,CM7_CM7B1
2393,AESTHETICS_EM3,2° Periodo,10487608,EM3,2,,San Sebastiano,I00,4,NO,3,a scelta,Docente a contratto,,EM3_I002
2394,GERMAN LANGUAGE AND CULTURE_CT9,3° Periodo,10487608,CT9,1,VENEZIA,Campus scientifico via Torino (edificio Delta),GGG,7,NO,3,Obbligatorio,Docente a contratto,,CT9_GGG1
2395,LINGUA TEDESCA - ESAME_ET30,II Semestre,10487608,ET30,2,TREVISO,Treviso - Palazzo San Paolo,CE,4,NO,3,a scelta,Docente a contratto,,ET30_CE2
2396,TEORIE DEL CINEMA_FT1,2° Periodo,5593114,FT1,3,,Polo didattico San Basilio (Architettura temporanea),E00,5,NO,3,a scelta,Professore Associato,,FT1_E003
2397,TEORIE DEL CINEMA_FT5,2° Periodo,5593114,FT5,3,VENEZIA,Polo didattico San Basilio (Architettura temporanea),ANT,5,NO,3,a scelta,Professore Associato,,FT5_ANT3
2398,CINEMA E FOTOGRAFIA II_EM3,2° Periodo,5593114,EM3,1,,San Sebastiano,E00,5,NO,3,a scelta,Professore Associato,,EM3_E001
2399,ANALISI DEL FILM_FT3,1° Periodo,5593114,FT3,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),MOD,7,NO,3,a scelta,Professore Associato,,FT3_MOD3
2400,ANALISI DEL FILM_FT1,1° Periodo,5593114,FT1,2,,Polo didattico San Basilio (Magazzino 5),T00,7,NO,3,a scelta,Professore Associato,,FT1_T002
2401,ANALISI DEL FILM_FT5,1° Periodo,5593114,FT5,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),ARC,7,NO,3,a scelta,Professore Associato,,FT5_ARC3
2402,CINEMA E CULTURE VISUALI_FM7,1° Periodo,5593114,FM7,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),GGG,5,NO,3,a scelta,Professore Associato,,FM7_GGG3
2403,CINEMA E CULTURE VISUALI_FM9,1° Periodo,5593114,FM9,1,,Polo didattico San Basilio (Magazzino 5),CONT,5,NO,3,a scelta,Professore Associato,,FM9_CONT1
2404,PRINCIPI DI ECONOMIA E GESTIONE DELLE IMPRESE_CT7,I Semestre,24587346,CT7,3,,Campus scientifico via Torino (edificio Delta),SBN,5,NO,3,a scelta,Assegnista,,CT7_SBN3
2405,PRINCIPI DI ECONOMIA E GESTIONE DELLE IMPRESE_CT8,I Semestre,24587346,CT8,3,,Campus scientifico via Torino (edificio Delta),GGG,5,NO,3,a scelta,Assegnista,,CT8_GGG3
2406,INTRODUCTION TO MARKETING AND REVENUE MANAGEMENT_CT9,2° Periodo,24587346,CT9,2,VENEZIA,Campus scientifico via Torino (edificio Epsilon),GGG,3,NO,3,Obbligatorio,Assegnista,,CT9_GGG2
2407,IMPRENDITORIALITÀ E INNOVAZIONE_CT8,II Semestre,24587346,CT8,2,,Campus scientifico via Torino (edificio Delta),GGG,5,NO,3,Obbligatorio,Assegnista,,CT8_GGG2
2408,LINGUE SLAVE E BALCANICHE_LT10,I Semestre,5592788,LT10,3,,Rio Nuovo,P,3,NO,3,a scelta,Professoressa Associata,,LT10_P3
2409,LINGUISTICA BALCANICA_LT10,I Semestre,5592788,LT10,3,VENEZIA,Rio Nuovo,L,3,NO,3,a scelta,Professoressa Associata,,LT10_L3
2410,LINGUA BULGARA_LT10,I Semestre,5592788,LT10,1,,San Sebastiano,C,1,NO,3,a scelta,Professoressa Associata,,LT10_C1
2411,BALCANOLOGIA_LM3,I Semestre,5592788,LM3,1,,San Sebastiano,C,1,NO,3,Obbligatorio,Professoressa Associata,,LM3_C1
2412,LINGUISTICA SLAVA_LT10,I Semestre,5592788,LT10,3,,Rio Nuovo,L,3,NO,3,a scelta,Professoressa Associata,,LT10_L3
2413,LINGUISTICA SLAVA_LM3,I Semestre,5592788,LM3,1,,San Sebastiano,C,1,NO,3,a scelta,Professoressa Associata,,LM3_C1
2414,FILOSOFIA DEL LINGUAGGIO II_FM61,4° Periodo,6296160,FM61,2,VENEZIA,San Sebastiano,FORM,5,NO,3,a scelta,Professoressa Associata,,FM61_FORM2
2415,FILOSOFIA DELLA LETTERATURA_FT2,3° Periodo,6296160,FT2,1,,Polo didattico San Basilio (Magazzino 5),FILSTO,5,NO,3,a scelta,Professoressa Associata,,FT2_FILSTO1
2416,FILOSOFIA DELLA LETTERATURA_FT3,3° Periodo,6296160,FT3,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),MOD,5,NO,3,a scelta,Professoressa Associata,,FT3_MOD3
2417,POETICA E RETORICA_FT2,4° Periodo,6296160,FT2,1,,San Sebastiano,FIL,5,NO,3,a scelta,Professoressa Associata,,FT2_FIL1
2418,"ARTE, MENTE, LINGUAGGIO_FM61",3° Periodo,6296160,FM61,1,,San Sebastiano,FIL,5,NO,3,a scelta,Professoressa Associata,,FM61_FIL1
2419,FILOSOFIA DEL LINGUAGGIO I SP._FM61,3° Periodo,5591621,FM61,2,VENEZIA,San Sebastiano,FORM,5,NO,3,a scelta,Professore Ordinario,,FM61_FORM2
2420,FILOSOFIA DEL LINGUAGGIO SP._FM9,3° Periodo,5591621,FM9,1,,San Sebastiano,MOD,5,NO,3,a scelta,Professore Ordinario,,FM9_MOD1
2421,FILOSOFIA DEL LINGUAGGIO SP._FM10,3° Periodo,5591621,FM10,3,VENEZIA,San Sebastiano,AMB,5,NO,3,a scelta,Professore Ordinario,,FM10_AMB3
2422,FILOSOFIA DEL LINGUAGGIO SP._FM61,3° Periodo,5591621,FM61,1,,San Sebastiano,FIL,5,NO,3,a scelta,Professore Ordinario,,FM61_FIL1
2423,FILOSOFIA DEL LINGUAGGIO_LM5,3° Periodo,5591621,LM5,1,,San Sebastiano,L,5,NO,3,a scelta,Professore Ordinario,,LM5_L1
2424,FILOSOFIA DEL LINGUAGGIO I_FT2,3° Periodo,5591621,FT2,2,,San Sebastiano,FORM,5,NO,3,a scelta,Professore Ordinario,,FT2_FORM2
2425,FILOSOFIA DEL LINGUAGGIO I_FT5,3° Periodo,5591621,FT5,3,,San Sebastiano,ARC,5,NO,3,a scelta,Professore Ordinario,,FT5_ARC3
2426,CONOSCERE_NF01,3° Periodo,5591621,NF01,1,VENEZIA,San Sebastiano,GGG,5,NO,3,Obbligatorio,Professore Ordinario,,NF01_GGG1
2427,GEOARCHEOLOGIA_FM2,2° Periodo,11869132,FM2,3,VENEZIA,San Sebastiano,A00,1,NO,3,a scelta,Ricercatore,,FM2_A003
2428,GEOSPATIAL AND LANDSCAPE ARCHAEOLOGY_FM11,1° Periodo,11869132,FM11,2,VENEZIA,Polo didattico San Basilio (Magazzino 5),GGG,3,NO,3,a scelta,Ricercatore,,FM11_GGG2
2429,METODI DI DATAZIONE ASSOLUTA_FM2,4° Periodo,26747831,FM2,3,VENEZIA,San Sebastiano,A00,2,NO,3,a scelta,Docente a contratto,,FM2_A003
2430,ARCHEOLOGIA PREVENTIVA_FM2,3° Periodo,5592527,FM2,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),A00,3,NO,3,a scelta,Professore Associato,,FM2_A003
2431,"ARCHEOLOGIA, PAESAGGIO E CONSERVAZIONE DEI BENI ARCHEOLOGICI_CT60",II Semestre,5592527,CT60,1,,Campus scientifico via Torino (edificio Zeta),GGG,3,NO,3,Obbligatorio,Professore Associato,,CT60_GGG1
2432,"HERITAGE, ETHICS, POLITICS AND COMMUNITY ARCHAEOLOGY_FM11",4° Periodo,5592527,FM11,1,VENEZIA,San Sebastiano,GGG,4,NO,3,a scelta,Professore Associato,,FM11_GGG1
2433,"DIGITAL ARCHAEOLOGY AND HERITAGE, ETHICS AND POLITICS MOD.2_FM11",4° Periodo,5592527,FM11,1,VENEZIA,San Sebastiano,GGG,4,NO,3,a scelta,Professore Associato,,FM11_GGG1
2434,ARCHEOLOGIA DEL PAESAGGIO_FT1,1° Periodo,5592527,FT1,2,,Polo didattico San Basilio (Architettura temporanea),A00,5,NO,3,Obbligatorio,Professore Associato,,FT1_A002
2435,ENVIRONMENTAL ARCHAEOLOGY OF COASTAL AREAS AND WETLANDS_LM10,II Semestre,5592527,LM10,1,VENEZIA,Palazzo Moro,GGG,3,NO,3,a scelta,Professore Associato,,LM10_GGG1
2436,ART HISTORY_FOY,I Semestre,4238772,FOY,1,VENEZIA,Palazzina Briati,HA,1,NO,3,Obbligatorio,Docente a contratto,,FOY_HA1
2437,VENETIAN ART AND ARCHAEOLOGY – 1 FROM THE ORIGINS OF VENICE TO THE BIENNALE_LM3,I Semestre,4238772,LM3,1,,Palazzina Briati,C,3,NO,3,Obbligatorio,Docente a contratto,,LM3_C1
2438,VENETIAN ART AND ARCHAEOLOGY – 1 FROM THE ORIGINS OF VENICE TO THE BIENNALE_SIE,I Semestre,4238772,SIE,1,VENEZIA,Palazzina Briati,GGG,3,NO,3,Obbligatorio,Docente a contratto,,SIE_GGG1
2439,VENETIAN ART AND ARCHAEOLOGY – 2 VENETIAN HERITAGE IN THE ADRIATIC AND IN THE MEDITERRANEAN_SIE,II Semestre,4238772,SIE,1,VENEZIA,Palazzina Briati,GGG,3,NO,3,Obbligatorio,Docente a contratto,,SIE_GGG1
2440,ESERCITAZIONI DI LINGUA CINESE 3 MOD. 1A_LT40_Classe 2 M-Z,I Semestre,25451285,LT40,3,VENEZIA,San Sebastiano,C,5,Classe 2 M-Z,1,a scelta,Docente a contratto,,LT40_C3
2441,ESERCITAZIONI DI LINGUA CINESE 3 MOD. 1C_LT40_Classe 2 M-R,I Semestre,25451285,LT40,3,VENEZIA,San Sebastiano,C,2,Classe 2 M-R,1,a scelta,Docente a contratto,,LT40_C3
2442,ESERCITAZIONI DI LINGUA CINESE 3 MOD. 1C_LT40_Classe 2 A-C,I Semestre,25451285,LT40,3,VENEZIA,Polo didattico San Basilio (Architettura temporanea),C,5,Classe 2 A-C,1,a scelta,Docente a contratto,,LT40_C3
2443,ESERCITAZIONI DI LINGUA CINESE 3 MOD. 1C_LT40_Classe 2 S-Z,I Semestre,25451285,LT40,3,VENEZIA,San Sebastiano,C,2,Classe 2 S-Z,1,a scelta,Docente a contratto,,LT40_C3
2444,ESERCITAZIONI DI LINGUA CINESE 3 MOD. 1A_LT40_Classe 2 A-L,I Semestre,25451285,LT40,3,VENEZIA,San Sebastiano,C,5,Classe 2 A-L,1,a scelta,Docente a contratto,,LT40_C3
2445,ESERCITAZIONI DI LINGUA CINESE 3 MOD. 1C_LT40_Classe 2 D-L,I Semestre,25451285,LT40,3,VENEZIA,Polo didattico San Basilio (Architettura temporanea),C,5,Classe 2 D-L,1,a scelta,Docente a contratto,,LT40_C3
2446,MANAGEMENT ACCOUNTING_ET11,1° Periodo,5591729,ET11,3,VENEZIA,San Giobbe,EM0,6,NO,3,Obbligatorio,Professoressa Ordinaria,,ET11_EM03
